"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62"
"C",1.44,1.43737704918033,1.43475409836066,1.43213114754098,1.42950819672131,1.42688524590164,1.42426229508197,1.42163934426229,1.41901639344262,1.41639344262295,1.41377049180328,1.41114754098361,1.40852459016393,1.40590163934426,1.40327868852459,1.40065573770492,1.39803278688525,1.39540983606557,1.3927868852459,1.39016393442623,1.38754098360656,1.38491803278689,1.38229508196721,1.37967213114754,1.37704918032787,1.3744262295082,1.37180327868852,1.36918032786885,1.36655737704918,1.36393442622951,1.36131147540984,1.35868852459016,1.35606557377049,1.35344262295082,1.35081967213115,1.34819672131148,1.3455737704918,1.34295081967213,1.34032786885246,1.33770491803279,1.33508196721311,1.33245901639344,1.32983606557377,1.3272131147541,1.32459016393443,1.32196721311475,1.31934426229508,1.31672131147541,1.31409836065574,1.31147540983607,1.30885245901639,1.30622950819672,1.30360655737705,1.30098360655738,1.2983606557377,1.29573770491803,1.29311475409836,1.29049180327869,1.28786885245902,1.28524590163934,1.28262295081967,1.28
"C",1.44,1.43737704918033,1.43475409836066,1.43213114754098,1.42950819672131,1.42688524590164,1.42426229508197,1.42163934426229,1.41901639344262,1.41639344262295,1.41377049180328,1.41114754098361,1.40852459016393,1.40590163934426,1.40327868852459,1.40065573770492,1.39803278688525,1.39540983606557,1.3927868852459,1.39016393442623,1.38754098360656,1.38491803278689,1.38229508196721,1.37967213114754,1.37704918032787,1.3744262295082,1.37180327868852,1.36918032786885,1.36655737704918,1.36393442622951,1.36131147540984,1.35868852459016,1.35606557377049,1.35344262295082,1.35081967213115,1.34819672131148,1.3455737704918,1.34295081967213,1.34032786885246,1.33770491803279,1.33508196721311,1.33245901639344,1.32983606557377,1.3272131147541,1.32459016393443,1.32196721311475,1.31934426229508,1.31672131147541,1.31409836065574,1.31147540983607,1.30885245901639,1.30622950819672,1.30360655737705,1.30098360655738,1.2983606557377,1.29573770491803,1.29311475409836,1.29049180327869,1.28786885245902,1.28524590163934,1.28262295081967,1.28
"D",1.44,1.43622950819672,1.43245901639344,1.42868852459016,1.42491803278689,1.42114754098361,1.41737704918033,1.41360655737705,1.40983606557377,1.40606557377049,1.40229508196721,1.39852459016393,1.39475409836066,1.39098360655738,1.3872131147541,1.38344262295082,1.37967213114754,1.37590163934426,1.37213114754098,1.3683606557377,1.36459016393443,1.36081967213115,1.35704918032787,1.35327868852459,1.34950819672131,1.34573770491803,1.34196721311475,1.33819672131148,1.3344262295082,1.33065573770492,1.32688524590164,1.32311475409836,1.31934426229508,1.3155737704918,1.31180327868852,1.30803278688525,1.30426229508197,1.30049180327869,1.29672131147541,1.29295081967213,1.28918032786885,1.28540983606557,1.2816393442623,1.27786885245902,1.27409836065574,1.27032786885246,1.26655737704918,1.2627868852459,1.25901639344262,1.25524590163934,1.25147540983607,1.24770491803279,1.24393442622951,1.24016393442623,1.23639344262295,1.23262295081967,1.22885245901639,1.22508196721311,1.22131147540984,1.21754098360656,1.21377049180328,1.21
"D",1.44,1.43622950819672,1.43245901639344,1.42868852459016,1.42491803278689,1.42114754098361,1.41737704918033,1.41360655737705,1.40983606557377,1.40606557377049,1.40229508196721,1.39852459016393,1.39475409836066,1.39098360655738,1.3872131147541,1.38344262295082,1.37967213114754,1.37590163934426,1.37213114754098,1.3683606557377,1.36459016393443,1.36081967213115,1.35704918032787,1.35327868852459,1.34950819672131,1.34573770491803,1.34196721311475,1.33819672131148,1.3344262295082,1.33065573770492,1.32688524590164,1.32311475409836,1.31934426229508,1.3155737704918,1.31180327868852,1.30803278688525,1.30426229508197,1.30049180327869,1.29672131147541,1.29295081967213,1.28918032786885,1.28540983606557,1.2816393442623,1.27786885245902,1.27409836065574,1.27032786885246,1.26655737704918,1.2627868852459,1.25901639344262,1.25524590163934,1.25147540983607,1.24770491803279,1.24393442622951,1.24016393442623,1.23639344262295,1.23262295081967,1.22885245901639,1.22508196721311,1.22131147540984,1.21754098360656,1.21377049180328,1.21
"D",1.44,1.43622950819672,1.43245901639344,1.42868852459016,1.42491803278689,1.42114754098361,1.41737704918033,1.41360655737705,1.40983606557377,1.40606557377049,1.40229508196721,1.39852459016393,1.39475409836066,1.39098360655738,1.3872131147541,1.38344262295082,1.37967213114754,1.37590163934426,1.37213114754098,1.3683606557377,1.36459016393443,1.36081967213115,1.35704918032787,1.35327868852459,1.34950819672131,1.34573770491803,1.34196721311475,1.33819672131148,1.3344262295082,1.33065573770492,1.32688524590164,1.32311475409836,1.31934426229508,1.3155737704918,1.31180327868852,1.30803278688525,1.30426229508197,1.30049180327869,1.29672131147541,1.29295081967213,1.28918032786885,1.28540983606557,1.2816393442623,1.27786885245902,1.27409836065574,1.27032786885246,1.26655737704918,1.2627868852459,1.25901639344262,1.25524590163934,1.25147540983607,1.24770491803279,1.24393442622951,1.24016393442623,1.23639344262295,1.23262295081967,1.22885245901639,1.22508196721311,1.22131147540984,1.21754098360656,1.21377049180328,1.21
"D",1.44,1.43622950819672,1.43245901639344,1.42868852459016,1.42491803278689,1.42114754098361,1.41737704918033,1.41360655737705,1.40983606557377,1.40606557377049,1.40229508196721,1.39852459016393,1.39475409836066,1.39098360655738,1.3872131147541,1.38344262295082,1.37967213114754,1.37590163934426,1.37213114754098,1.3683606557377,1.36459016393443,1.36081967213115,1.35704918032787,1.35327868852459,1.34950819672131,1.34573770491803,1.34196721311475,1.33819672131148,1.3344262295082,1.33065573770492,1.32688524590164,1.32311475409836,1.31934426229508,1.3155737704918,1.31180327868852,1.30803278688525,1.30426229508197,1.30049180327869,1.29672131147541,1.29295081967213,1.28918032786885,1.28540983606557,1.2816393442623,1.27786885245902,1.27409836065574,1.27032786885246,1.26655737704918,1.2627868852459,1.25901639344262,1.25524590163934,1.25147540983607,1.24770491803279,1.24393442622951,1.24016393442623,1.23639344262295,1.23262295081967,1.22885245901639,1.22508196721311,1.22131147540984,1.21754098360656,1.21377049180328,1.21
"E",1.44,1.43688524590164,1.43377049180328,1.43065573770492,1.42754098360656,1.4244262295082,1.42131147540984,1.41819672131148,1.41508196721311,1.41196721311475,1.40885245901639,1.40573770491803,1.40262295081967,1.39950819672131,1.39639344262295,1.39327868852459,1.39016393442623,1.38704918032787,1.38393442622951,1.38081967213115,1.37770491803279,1.37459016393443,1.37147540983607,1.3683606557377,1.36524590163934,1.36213114754098,1.35901639344262,1.35590163934426,1.3527868852459,1.34967213114754,1.34655737704918,1.34344262295082,1.34032786885246,1.3372131147541,1.33409836065574,1.33098360655738,1.32786885245902,1.32475409836066,1.3216393442623,1.31852459016393,1.31540983606557,1.31229508196721,1.30918032786885,1.30606557377049,1.30295081967213,1.29983606557377,1.29672131147541,1.29360655737705,1.29049180327869,1.28737704918033,1.28426229508197,1.28114754098361,1.27803278688525,1.27491803278689,1.27180327868852,1.26868852459016,1.2655737704918,1.26245901639344,1.25934426229508,1.25622950819672,1.25311475409836,1.25
"E",1.44,1.43688524590164,1.43377049180328,1.43065573770492,1.42754098360656,1.4244262295082,1.42131147540984,1.41819672131148,1.41508196721311,1.41196721311475,1.40885245901639,1.40573770491803,1.40262295081967,1.39950819672131,1.39639344262295,1.39327868852459,1.39016393442623,1.38704918032787,1.38393442622951,1.38081967213115,1.37770491803279,1.37459016393443,1.37147540983607,1.3683606557377,1.36524590163934,1.36213114754098,1.35901639344262,1.35590163934426,1.3527868852459,1.34967213114754,1.34655737704918,1.34344262295082,1.34032786885246,1.3372131147541,1.33409836065574,1.33098360655738,1.32786885245902,1.32475409836066,1.3216393442623,1.31852459016393,1.31540983606557,1.31229508196721,1.30918032786885,1.30606557377049,1.30295081967213,1.29983606557377,1.29672131147541,1.29360655737705,1.29049180327869,1.28737704918033,1.28426229508197,1.28114754098361,1.27803278688525,1.27491803278689,1.27180327868852,1.26868852459016,1.2655737704918,1.26245901639344,1.25934426229508,1.25622950819672,1.25311475409836,1.25
"E",1.44,1.43688524590164,1.43377049180328,1.43065573770492,1.42754098360656,1.4244262295082,1.42131147540984,1.41819672131148,1.41508196721311,1.41196721311475,1.40885245901639,1.40573770491803,1.40262295081967,1.39950819672131,1.39639344262295,1.39327868852459,1.39016393442623,1.38704918032787,1.38393442622951,1.38081967213115,1.37770491803279,1.37459016393443,1.37147540983607,1.3683606557377,1.36524590163934,1.36213114754098,1.35901639344262,1.35590163934426,1.3527868852459,1.34967213114754,1.34655737704918,1.34344262295082,1.34032786885246,1.3372131147541,1.33409836065574,1.33098360655738,1.32786885245902,1.32475409836066,1.3216393442623,1.31852459016393,1.31540983606557,1.31229508196721,1.30918032786885,1.30606557377049,1.30295081967213,1.29983606557377,1.29672131147541,1.29360655737705,1.29049180327869,1.28737704918033,1.28426229508197,1.28114754098361,1.27803278688525,1.27491803278689,1.27180327868852,1.26868852459016,1.2655737704918,1.26245901639344,1.25934426229508,1.25622950819672,1.25311475409836,1.25
"E",1.44,1.43688524590164,1.43377049180328,1.43065573770492,1.42754098360656,1.4244262295082,1.42131147540984,1.41819672131148,1.41508196721311,1.41196721311475,1.40885245901639,1.40573770491803,1.40262295081967,1.39950819672131,1.39639344262295,1.39327868852459,1.39016393442623,1.38704918032787,1.38393442622951,1.38081967213115,1.37770491803279,1.37459016393443,1.37147540983607,1.3683606557377,1.36524590163934,1.36213114754098,1.35901639344262,1.35590163934426,1.3527868852459,1.34967213114754,1.34655737704918,1.34344262295082,1.34032786885246,1.3372131147541,1.33409836065574,1.33098360655738,1.32786885245902,1.32475409836066,1.3216393442623,1.31852459016393,1.31540983606557,1.31229508196721,1.30918032786885,1.30606557377049,1.30295081967213,1.29983606557377,1.29672131147541,1.29360655737705,1.29049180327869,1.28737704918033,1.28426229508197,1.28114754098361,1.27803278688525,1.27491803278689,1.27180327868852,1.26868852459016,1.2655737704918,1.26245901639344,1.25934426229508,1.25622950819672,1.25311475409836,1.25
"F",1.44,1.43901639344262,1.43803278688525,1.43704918032787,1.43606557377049,1.43508196721311,1.43409836065574,1.43311475409836,1.43213114754098,1.43114754098361,1.43016393442623,1.42918032786885,1.42819672131148,1.4272131147541,1.42622950819672,1.42524590163934,1.42426229508197,1.42327868852459,1.42229508196721,1.42131147540984,1.42032786885246,1.41934426229508,1.4183606557377,1.41737704918033,1.41639344262295,1.41540983606557,1.4144262295082,1.41344262295082,1.41245901639344,1.41147540983607,1.41049180327869,1.40950819672131,1.40852459016393,1.40754098360656,1.40655737704918,1.4055737704918,1.40459016393443,1.40360655737705,1.40262295081967,1.40163934426229,1.40065573770492,1.39967213114754,1.39868852459016,1.39770491803279,1.39672131147541,1.39573770491803,1.39475409836066,1.39377049180328,1.3927868852459,1.39180327868852,1.39081967213115,1.38983606557377,1.38885245901639,1.38786885245902,1.38688524590164,1.38590163934426,1.38491803278689,1.38393442622951,1.38295081967213,1.38196721311475,1.38098360655738,1.38
"F",1.44,1.43901639344262,1.43803278688525,1.43704918032787,1.43606557377049,1.43508196721311,1.43409836065574,1.43311475409836,1.43213114754098,1.43114754098361,1.43016393442623,1.42918032786885,1.42819672131148,1.4272131147541,1.42622950819672,1.42524590163934,1.42426229508197,1.42327868852459,1.42229508196721,1.42131147540984,1.42032786885246,1.41934426229508,1.4183606557377,1.41737704918033,1.41639344262295,1.41540983606557,1.4144262295082,1.41344262295082,1.41245901639344,1.41147540983607,1.41049180327869,1.40950819672131,1.40852459016393,1.40754098360656,1.40655737704918,1.4055737704918,1.40459016393443,1.40360655737705,1.40262295081967,1.40163934426229,1.40065573770492,1.39967213114754,1.39868852459016,1.39770491803279,1.39672131147541,1.39573770491803,1.39475409836066,1.39377049180328,1.3927868852459,1.39180327868852,1.39081967213115,1.38983606557377,1.38885245901639,1.38786885245902,1.38688524590164,1.38590163934426,1.38491803278689,1.38393442622951,1.38295081967213,1.38196721311475,1.38098360655738,1.38
"F",1.44,1.43901639344262,1.43803278688525,1.43704918032787,1.43606557377049,1.43508196721311,1.43409836065574,1.43311475409836,1.43213114754098,1.43114754098361,1.43016393442623,1.42918032786885,1.42819672131148,1.4272131147541,1.42622950819672,1.42524590163934,1.42426229508197,1.42327868852459,1.42229508196721,1.42131147540984,1.42032786885246,1.41934426229508,1.4183606557377,1.41737704918033,1.41639344262295,1.41540983606557,1.4144262295082,1.41344262295082,1.41245901639344,1.41147540983607,1.41049180327869,1.40950819672131,1.40852459016393,1.40754098360656,1.40655737704918,1.4055737704918,1.40459016393443,1.40360655737705,1.40262295081967,1.40163934426229,1.40065573770492,1.39967213114754,1.39868852459016,1.39770491803279,1.39672131147541,1.39573770491803,1.39475409836066,1.39377049180328,1.3927868852459,1.39180327868852,1.39081967213115,1.38983606557377,1.38885245901639,1.38786885245902,1.38688524590164,1.38590163934426,1.38491803278689,1.38393442622951,1.38295081967213,1.38196721311475,1.38098360655738,1.38
"F",1.44,1.43901639344262,1.43803278688525,1.43704918032787,1.43606557377049,1.43508196721311,1.43409836065574,1.43311475409836,1.43213114754098,1.43114754098361,1.43016393442623,1.42918032786885,1.42819672131148,1.4272131147541,1.42622950819672,1.42524590163934,1.42426229508197,1.42327868852459,1.42229508196721,1.42131147540984,1.42032786885246,1.41934426229508,1.4183606557377,1.41737704918033,1.41639344262295,1.41540983606557,1.4144262295082,1.41344262295082,1.41245901639344,1.41147540983607,1.41049180327869,1.40950819672131,1.40852459016393,1.40754098360656,1.40655737704918,1.4055737704918,1.40459016393443,1.40360655737705,1.40262295081967,1.40163934426229,1.40065573770492,1.39967213114754,1.39868852459016,1.39770491803279,1.39672131147541,1.39573770491803,1.39475409836066,1.39377049180328,1.3927868852459,1.39180327868852,1.39081967213115,1.38983606557377,1.38885245901639,1.38786885245902,1.38688524590164,1.38590163934426,1.38491803278689,1.38393442622951,1.38295081967213,1.38196721311475,1.38098360655738,1.38
"G",1.44,1.43622950819672,1.43245901639344,1.42868852459016,1.42491803278689,1.42114754098361,1.41737704918033,1.41360655737705,1.40983606557377,1.40606557377049,1.40229508196721,1.39852459016393,1.39475409836066,1.39098360655738,1.3872131147541,1.38344262295082,1.37967213114754,1.37590163934426,1.37213114754098,1.3683606557377,1.36459016393443,1.36081967213115,1.35704918032787,1.35327868852459,1.34950819672131,1.34573770491803,1.34196721311475,1.33819672131148,1.3344262295082,1.33065573770492,1.32688524590164,1.32311475409836,1.31934426229508,1.3155737704918,1.31180327868852,1.30803278688525,1.30426229508197,1.30049180327869,1.29672131147541,1.29295081967213,1.28918032786885,1.28540983606557,1.2816393442623,1.27786885245902,1.27409836065574,1.27032786885246,1.26655737704918,1.2627868852459,1.25901639344262,1.25524590163934,1.25147540983607,1.24770491803279,1.24393442622951,1.24016393442623,1.23639344262295,1.23262295081967,1.22885245901639,1.22508196721311,1.22131147540984,1.21754098360656,1.21377049180328,1.21
"G",1.44,1.43622950819672,1.43245901639344,1.42868852459016,1.42491803278689,1.42114754098361,1.41737704918033,1.41360655737705,1.40983606557377,1.40606557377049,1.40229508196721,1.39852459016393,1.39475409836066,1.39098360655738,1.3872131147541,1.38344262295082,1.37967213114754,1.37590163934426,1.37213114754098,1.3683606557377,1.36459016393443,1.36081967213115,1.35704918032787,1.35327868852459,1.34950819672131,1.34573770491803,1.34196721311475,1.33819672131148,1.3344262295082,1.33065573770492,1.32688524590164,1.32311475409836,1.31934426229508,1.3155737704918,1.31180327868852,1.30803278688525,1.30426229508197,1.30049180327869,1.29672131147541,1.29295081967213,1.28918032786885,1.28540983606557,1.2816393442623,1.27786885245902,1.27409836065574,1.27032786885246,1.26655737704918,1.2627868852459,1.25901639344262,1.25524590163934,1.25147540983607,1.24770491803279,1.24393442622951,1.24016393442623,1.23639344262295,1.23262295081967,1.22885245901639,1.22508196721311,1.22131147540984,1.21754098360656,1.21377049180328,1.21
"G",1.44,1.43622950819672,1.43245901639344,1.42868852459016,1.42491803278689,1.42114754098361,1.41737704918033,1.41360655737705,1.40983606557377,1.40606557377049,1.40229508196721,1.39852459016393,1.39475409836066,1.39098360655738,1.3872131147541,1.38344262295082,1.37967213114754,1.37590163934426,1.37213114754098,1.3683606557377,1.36459016393443,1.36081967213115,1.35704918032787,1.35327868852459,1.34950819672131,1.34573770491803,1.34196721311475,1.33819672131148,1.3344262295082,1.33065573770492,1.32688524590164,1.32311475409836,1.31934426229508,1.3155737704918,1.31180327868852,1.30803278688525,1.30426229508197,1.30049180327869,1.29672131147541,1.29295081967213,1.28918032786885,1.28540983606557,1.2816393442623,1.27786885245902,1.27409836065574,1.27032786885246,1.26655737704918,1.2627868852459,1.25901639344262,1.25524590163934,1.25147540983607,1.24770491803279,1.24393442622951,1.24016393442623,1.23639344262295,1.23262295081967,1.22885245901639,1.22508196721311,1.22131147540984,1.21754098360656,1.21377049180328,1.21
